ENSG00000151575	FBgn0069913
ENSG00000147117	FBgn0266450
ENSG00000136866	FBgn0266450
ENSG00000161298	FBgn0266450
ENSG00000158445	FBgn0262593
ENSG00000164794	FBgn0262593
ENSG00000162975	FBgn0262593
ENSG00000168263	FBgn0262593
ENSG00000168418	FBgn0262593
ENSG00000182674	FBgn0262593
ENSG00000171126	FBgn0262593
ENSG00000170745	FBgn0262593
ENSG00000156486	FBgn0262593
ENSG00000026559	FBgn0262593
ENSG00000178342	FBgn0262593
ENSG00000124134	FBgn0262593
ENSG00000113615	FBgn0033460
ENSG00000138802	FBgn0033460
ENSG00000177303	FBgn0033987
ENSG00000167971	FBgn0033987
ENSG00000171530	FBgn0039869
ENSG00000161016	FBgn0261602
ENSG00000118260	FBgn0265784
ENSG00000095794	FBgn0265784
ENSG00000123268	FBgn0265784
ENSG00000080007	FBgn0037549
ENSG00000184735	FBgn0037549
ENSG00000171045	FBgn0036341
ENSG00000158864	FBgn0039909
ENSG00000108651	FBgn0030081
ENSG00000102178	FBgn0038571
ENSG00000186150	FBgn0038571
ENSG00000164683	FBgn0027788
ENSG00000163909	FBgn0027788
ENSG00000135547	FBgn0027788
ENSG00000139910	FBgn0261552
ENSG00000104967	FBgn0261552
ENSG00000049618	FBgn0261885
ENSG00000117713	FBgn0261885
ENSG00000089123	FBgn0263602
ENSG00000242173	FBgn0036921
ENSG00000141522	FBgn0036921
ENSG00000111348	FBgn0036921
ENSG00000066322	FBgn0038986
ENSG00000164181	FBgn0038986
ENSG00000112812	FBgn0038700
ENSG00000182134	FBgn0031401
ENSG00000141934	FBgn0016078
ENSG00000067113	FBgn0016078
ENSG00000162407	FBgn0016078
ENSG00000018510	FBgn0033983
ENSG00000131725	FBgn0083969
ENSG00000079999	FBgn0038475
ENSG00000133119	FBgn0028700
ENSG00000134375	FBgn0037310
ENSG00000126768	FBgn0037310
ENSG00000101076	FBgn0004914
ENSG00000164749	FBgn0004914
ENSG00000127948	FBgn0015623
ENSG00000148826	FBgn0040318
ENSG00000163623	FBgn0040318
ENSG00000136238	FBgn0010333
ENSG00000169750	FBgn0010333
ENSG00000128340	FBgn0010333
ENSG00000188153	FBgn0000299
ENSG00000169031	FBgn0000299
ENSG00000187498	FBgn0000299
ENSG00000105755	FBgn0050022
ENSG00000226784	FBgn0014869
ENSG00000164708	FBgn0014869
ENSG00000171314	FBgn0014869
ENSG00000160117	FBgn0032934
ENSG00000153207	FBgn0031052
ENSG00000171490	FBgn0032050
ENSG00000215440	FBgn0040493
ENSG00000130119	FBgn0038473
ENSG00000163938	FBgn0038473
ENSG00000115306	FBgn0250788
ENSG00000070182	FBgn0250788
ENSG00000160460	FBgn0250788
ENSG00000173898	FBgn0250788
ENSG00000165246	FBgn0083975
ENSG00000146938	FBgn0083975
ENSG00000169760	FBgn0083975
ENSG00000169992	FBgn0083975
ENSG00000196338	FBgn0083975
ENSG00000181045	FBgn0039787
ENSG00000174953	FBgn0032883
ENSG00000102893	FBgn0031995
ENSG00000135678	FBgn0030778
ENSG00000181045	FBgn0013953
ENSG00000163602	FBgn0034763
ENSG00000015153	FBgn0034763
ENSG00000120088	FBgn0033932
ENSG00000106113	FBgn0033932
ENSG00000263715	FBgn0033932
ENSG00000163882	FBgn0037121
ENSG00000109680	FBgn0031690
ENSG00000162924	FBgn0011274
ENSG00000104856	FBgn0011274
ENSG00000173039	FBgn0011274
ENSG00000161671	FBgn0052441
ENSG00000231637	FBgn0260936
ENSG00000106346	FBgn0260936
ENSG00000237038	FBgn0260936
ENSG00000230430	FBgn0260936
ENSG00000223569	FBgn0260936
ENSG00000250913	FBgn0260936
ENSG00000233136	FBgn0260936
ENSG00000249811	FBgn0260936
ENSG00000227140	FBgn0260936
ENSG00000227551	FBgn0260936
ENSG00000225327	FBgn0260936
ENSG00000248933	FBgn0260936
ENSG00000228856	FBgn0260936
ENSG00000226430	FBgn0260936
ENSG00000231051	FBgn0260936
ENSG00000235780	FBgn0260936
ENSG00000231396	FBgn0260936
ENSG00000232264	FBgn0260936
ENSG00000236125	FBgn0260936
ENSG00000055483	FBgn0260936
ENSG00000232399	FBgn0260936
ENSG00000250745	FBgn0260936
ENSG00000250844	FBgn0260936
ENSG00000229579	FBgn0260936
ENSG00000248920	FBgn0260936
ENSG00000249104	FBgn0260936
ENSG00000223443	FBgn0260936
ENSG00000230549	FBgn0260936
ENSG00000105726	FBgn0027582
ENSG00000100522	FBgn0039690
ENSG00000154114	FBgn0265512
ENSG00000120029	FBgn0037638
ENSG00000085185	FBgn0036814
ENSG00000183337	FBgn0036814
ENSG00000109705	FBgn0004862
ENSG00000167034	FBgn0004862
ENSG00000161533	FBgn0034628
ENSG00000120708	FBgn0262742
ENSG00000133110	FBgn0262742
ENSG00000170312	FBgn0004106
ENSG00000074319	FBgn0036666
ENSG00000140905	FBgn0027945
ENSG00000138031	FBgn0023416
ENSG00000104129	FBgn0037882
ENSG00000145494	FBgn0031684
ENSG00000101452	FBgn0031631
ENSG00000059377	FBgn0033775
ENSG00000134748	FBgn0050342
ENSG00000138735	FBgn0038237
ENSG00000158411	FBgn0035482
ENSG00000196747	FBgn0053808
ENSG00000276903	FBgn0053808
ENSG00000203812	FBgn0053808
ENSG00000275221	FBgn0053808
ENSG00000159720	FBgn0028665
ENSG00000147614	FBgn0028665
ENSG00000079246	FBgn0041627
ENSG00000163521	FBgn0260746
ENSG00000170266	FBgn0260746
ENSG00000166105	FBgn0260746
ENSG00000149328	FBgn0260746
ENSG00000175175	FBgn0032702
ENSG00000100034	FBgn0032702
ENSG00000178605	FBgn0039339
ENSG00000204463	FBgn0035793
ENSG00000130304	FBgn0265187
ENSG00000167114	FBgn0265187
ENSG00000102471	FBgn0052177
ENSG00000131507	FBgn0052177
ENSG00000143951	FBgn0086698
ENSG00000137822	FBgn0026431
ENSG00000128310	FBgn0266429
ENSG00000182687	FBgn0266429
ENSG00000166573	FBgn0266429
ENSG00000146476	FBgn0034687
ENSG00000182333	FBgn0032981
ENSG00000173239	FBgn0032981
ENSG00000204021	FBgn0032981
ENSG00000107798	FBgn0032981
ENSG00000204022	FBgn0032981
ENSG00000204020	FBgn0032981
ENSG00000160326	FBgn0053282
ENSG00000136856	FBgn0053282
ENSG00000186487	FBgn0263772
ENSG00000147488	FBgn0263772
ENSG00000196132	FBgn0263772
ENSG00000116703	FBgn0036519
ENSG00000136940	FBgn0036519
ENSG00000140522	FBgn0036289
ENSG00000177182	FBgn0036289
ENSG00000124120	FBgn0036289
ENSG00000137561	FBgn0036289
ENSG00000146352	FBgn0036289
ENSG00000008130	FBgn0053156
ENSG00000019995	FBgn0037734
ENSG00000105251	FBgn0264542
ENSG00000138606	FBgn0264542
ENSG00000107338	FBgn0264542
ENSG00000255872	FBgn0264542
ENSG00000169291	FBgn0264542
ENSG00000168288	FBgn0030101
ENSG00000004139	FBgn0262579
ENSG00000150593	FBgn0030520
ENSG00000161920	FBgn0036811
ENSG00000175387	FBgn0025800
ENSG00000166949	FBgn0025800
ENSG00000163482	FBgn0001079
ENSG00000196235	FBgn0040273
ENSG00000100030	FBgn0003256
ENSG00000114480	FBgn0053138
ENSG00000172059	FBgn0043364
ENSG00000266265	FBgn0043364
ENSG00000155090	FBgn0043364
ENSG00000119138	FBgn0043364
ENSG00000129911	FBgn0043364
ENSG00000169926	FBgn0043364
ENSG00000076321	FBgn0040230
ENSG00000213689	FBgn0031484
ENSG00000183479	FBgn0031484
ENSG00000196850	FBgn0029949
ENSG00000172901	FBgn0038897
ENSG00000165672	FBgn0038519
ENSG00000115085	FBgn0015295
ENSG00000165025	FBgn0015295
ENSG00000214753	FBgn0050122
ENSG00000234857	FBgn0050122
ENSG00000153187	FBgn0050122
ENSG00000105323	FBgn0050122
ENSG00000106682	FBgn0039797
ENSG00000170743	FBgn0261090
ENSG00000134207	FBgn0261090
ENSG00000213023	FBgn0261090
ENSG00000110975	FBgn0261090
ENSG00000160326	FBgn0034045
ENSG00000136856	FBgn0034045
ENSG00000184857	FBgn0033808
ENSG00000164418	FBgn0039916
ENSG00000105737	FBgn0039916
ENSG00000163873	FBgn0039916
ENSG00000171189	FBgn0039916
ENSG00000149403	FBgn0039916
ENSG00000215021	FBgn0010551
ENSG00000261594	FBgn0039862
ENSG00000146242	FBgn0039862
ENSG00000144642	FBgn0052423
ENSG00000186288	FBgn0052423
ENSG00000153250	FBgn0052423
ENSG00000184388	FBgn0052423
ENSG00000076067	FBgn0052423
ENSG00000139714	FBgn0034281
ENSG00000115275	FBgn0030289
ENSG00000213123	FBgn0037773
ENSG00000272741	FBgn0037773
ENSG00000184786	FBgn0037773
ENSG00000188396	FBgn0037773
ENSG00000152760	FBgn0037773
ENSG00000159164	FBgn0030331
ENSG00000122012	FBgn0030331
ENSG00000185518	FBgn0030331
ENSG00000179091	FBgn0039651
ENSG00000023318	FBgn0030734
ENSG00000163810	FBgn0031975
ENSG00000124491	FBgn0031975
ENSG00000159495	FBgn0031975
ENSG00000166947	FBgn0031975
ENSG00000125780	FBgn0031975
ENSG00000092295	FBgn0031975
ENSG00000104055	FBgn0031975
ENSG00000198959	FBgn0031975
ENSG00000166948	FBgn0031975
ENSG00000187134	FBgn0033101
ENSG00000151632	FBgn0033101
ENSG00000227471	FBgn0033101
ENSG00000196139	FBgn0033101
ENSG00000198074	FBgn0033101
ENSG00000122787	FBgn0033101
ENSG00000282883	FBgn0033101
ENSG00000085662	FBgn0033101
ENSG00000198610	FBgn0033101
ENSG00000117448	FBgn0033101
ENSG00000165568	FBgn0033101
ENSG00000123154	FBgn0028897
ENSG00000163807	FBgn0250911
ENSG00000001167	FBgn0035993
ENSG00000138778	FBgn0040233
ENSG00000167113	FBgn0052174
ENSG00000005022	FBgn0003360
ENSG00000169100	FBgn0003360
ENSG00000151475	FBgn0003360
ENSG00000151729	FBgn0003360
ENSG00000140995	FBgn0046296
ENSG00000106077	FBgn0265271
ENSG00000143624	FBgn0262117
ENSG00000204237	FBgn0039461
ENSG00000214309	FBgn0031766
ENSG00000023697	FBgn0033735
ENSG00000146267	FBgn0014163
ENSG00000132854	FBgn0027596
ENSG00000197256	FBgn0027596
ENSG00000186994	FBgn0027596
ENSG00000107104	FBgn0027596
ENSG00000143363	FBgn0003116
ENSG00000177302	FBgn0040268
ENSG00000099821	FBgn0261938
ENSG00000154079	FBgn0028844
ENSG00000116198	FBgn0032800
ENSG00000100353	FBgn0040227
ENSG00000059377	FBgn0038194
ENSG00000094975	FBgn0051678
ENSG00000106799	FBgn0011300
ENSG00000135503	FBgn0011300
ENSG00000123612	FBgn0011300
ENSG00000100302	FBgn0035733
ENSG00000108551	FBgn0035733
ENSG00000104969	FBgn0032640
ENSG00000197860	FBgn0032640
ENSG00000106245	FBgn0001491
ENSG00000179562	FBgn0037881
ENSG00000278705	FBgn0053897
ENSG00000197238	FBgn0053897
ENSG00000158406	FBgn0053897
ENSG00000277157	FBgn0053897
ENSG00000197061	FBgn0053897
ENSG00000273542	FBgn0053897
ENSG00000274618	FBgn0053897
ENSG00000275126	FBgn0053897
ENSG00000270276	FBgn0053897
ENSG00000275663	FBgn0053897
ENSG00000276180	FBgn0053897
ENSG00000278637	FBgn0053897
ENSG00000270882	FBgn0053897
ENSG00000276966	FBgn0053897
ENSG00000197837	FBgn0053897
ENSG00000103876	FBgn0016013
ENSG00000160326	FBgn0034247
ENSG00000136856	FBgn0034247
ENSG00000145016	FBgn0030055
ENSG00000102445	FBgn0030055
ENSG00000254536	FBgn0039020
ENSG00000148824	FBgn0039020
ENSG00000101680	FBgn0261563
ENSG00000196569	FBgn0261563
ENSG00000132388	FBgn0058045
ENSG00000160917	FBgn0015621
ENSG00000187959	FBgn0015621
ENSG00000141873	FBgn0038312
ENSG00000105583	FBgn0035592
ENSG00000065923	FBgn0028703
ENSG00000181804	FBgn0028703
ENSG00000198689	FBgn0028703
ENSG00000110700	FBgn0010265
ENSG00000186510	FBgn0051116
ENSG00000188037	FBgn0051116
ENSG00000114859	FBgn0051116
ENSG00000184908	FBgn0051116
ENSG00000130035	FBgn0036529
ENSG00000182870	FBgn0036529
ENSG00000110328	FBgn0036529
ENSG00000185274	FBgn0036529
ENSG00000074276	FBgn0038439
ENSG00000148600	FBgn0038439
ENSG00000095002	FBgn0015546
ENSG00000145348	FBgn0029736
ENSG00000198915	FBgn0085422
ENSG00000138670	FBgn0085422
ENSG00000146090	FBgn0085422
ENSG00000083123	FBgn0039993
ENSG00000198925	FBgn0034110
ENSG00000181652	FBgn0034110
ENSG00000156709	FBgn0031392
ENSG00000184903	FBgn0034535
ENSG00000074935	FBgn0052396
ENSG00000163064	FBgn0001269
ENSG00000164778	FBgn0001269
ENSG00000176894	FBgn0035252
ENSG00000089737	FBgn0034496
ENSG00000148484	FBgn0028546
ENSG00000032742	FBgn0016919
ENSG00000163803	FBgn0036939
ENSG00000009709	FBgn0001148
ENSG00000135903	FBgn0001148
ENSG00000109323	FBgn0037215
ENSG00000103978	FBgn0031356
ENSG00000153214	FBgn0031356
ENSG00000182333	FBgn0051091
ENSG00000173239	FBgn0051091
ENSG00000204021	FBgn0051091
ENSG00000107798	FBgn0051091
ENSG00000204022	FBgn0051091
ENSG00000204020	FBgn0051091
ENSG00000102038	FBgn0011604
ENSG00000153147	FBgn0011604
ENSG00000119801	FBgn0026749
ENSG00000176490	FBgn0037754
ENSG00000165023	FBgn0037754
ENSG00000139324	FBgn0020312
ENSG00000079931	FBgn0037153
ENSG00000274252	FBgn0030932
ENSG00000100031	FBgn0030932
ENSG00000149435	FBgn0030932
ENSG00000099998	FBgn0030932
ENSG00000133475	FBgn0030932
ENSG00000100121	FBgn0030932
ENSG00000103047	FBgn0032728
ENSG00000105173	FBgn0010382
ENSG00000175305	FBgn0010382
ENSG00000151023	FBgn0062517
ENSG00000182333	FBgn0032265
ENSG00000173239	FBgn0032265
ENSG00000204021	FBgn0032265
ENSG00000107798	FBgn0032265
ENSG00000204022	FBgn0032265
ENSG00000204020	FBgn0032265
ENSG00000147862	FBgn0042696
ENSG00000162599	FBgn0042696
ENSG00000008441	FBgn0042696
ENSG00000141905	FBgn0042696
ENSG00000072415	FBgn0261873
ENSG00000127445	FBgn0015379
ENSG00000130204	FBgn0016041
ENSG00000158882	FBgn0016041
ENSG00000176720	FBgn0029131
ENSG00000145741	FBgn0000181
ENSG00000134717	FBgn0000181
ENSG00000029993	FBgn0011764
ENSG00000189403	FBgn0011764
ENSG00000164104	FBgn0011764
ENSG00000176256	FBgn0011764
ENSG00000054277	FBgn0003248
ENSG00000122375	FBgn0003248
ENSG00000268221	FBgn0003248
ENSG00000163914	FBgn0003248
ENSG00000124818	FBgn0003248
ENSG00000102076	FBgn0003248
ENSG00000128617	FBgn0003248
ENSG00000180245	FBgn0003248
ENSG00000166160	FBgn0003248
ENSG00000269433	FBgn0003248
ENSG00000005194	FBgn0001977
ENSG00000119508	FBgn0014859
ENSG00000123358	FBgn0014859
ENSG00000153234	FBgn0014859
ENSG00000158104	FBgn0036992
ENSG00000152382	FBgn0051866
ENSG00000198650	FBgn0030558
ENSG00000249222	FBgn0010612
ENSG00000167283	FBgn0010612
ENSG00000108510	FBgn0003415
ENSG00000123066	FBgn0003415
ENSG00000132002	FBgn0031322
ENSG00000162616	FBgn0031322
ENSG00000137094	FBgn0031322
ENSG00000179774	FBgn0024249
ENSG00000196072	FBgn0036118
ENSG00000100243	FBgn0036211
ENSG00000159348	FBgn0036211
ENSG00000166394	FBgn0036211
ENSG00000111196	FBgn0002736
ENSG00000162385	FBgn0002736
ENSG00000112406	FBgn0010113
ENSG00000105576	FBgn0024921
ENSG00000083312	FBgn0024921
ENSG00000102393	FBgn0032192
ENSG00000198951	FBgn0032192
ENSG00000255663	FBgn0031224
ENSG00000185272	FBgn0031224
ENSG00000076053	FBgn0031224
ENSG00000125352	FBgn0038772
ENSG00000139797	FBgn0038772
ENSG00000175325	FBgn0052532
ENSG00000172936	FBgn0033402
ENSG00000125257	FBgn0039644
ENSG00000105254	FBgn0034451
ENSG00000125703	FBgn0038325
ENSG00000130734	FBgn0038325
ENSG00000183431	FBgn0014366
ENSG00000196289	FBgn0264325
ENSG00000126581	FBgn0264325
ENSG00000140521	FBgn0004406
ENSG00000134376	FBgn0259685
ENSG00000148204	FBgn0259685
ENSG00000113360	FBgn0026722
ENSG00000125995	FBgn0036488
ENSG00000118363	FBgn0030306
ENSG00000144362	FBgn0031048
ENSG00000173868	FBgn0031048
ENSG00000167654	FBgn0035488
ENSG00000106772	FBgn0035488
ENSG00000140299	FBgn0035488
ENSG00000163141	FBgn0035488
ENSG00000094841	FBgn0035639
ENSG00000205302	FBgn0031534
ENSG00000028528	FBgn0031534
ENSG00000256349	FBgn0035741
ENSG00000174483	FBgn0035741
ENSG00000149292	FBgn0085303
ENSG00000152223	FBgn0038651
ENSG00000100281	FBgn0029936
ENSG00000278535	FBgn0031775
ENSG00000147119	FBgn0031826
ENSG00000122863	FBgn0031826
ENSG00000140835	FBgn0031826
ENSG00000183196	FBgn0031826
ENSG00000135702	FBgn0031826
ENSG00000175040	FBgn0031826
ENSG00000175264	FBgn0031826
ENSG00000005249	FBgn0022382
ENSG00000114302	FBgn0022382
ENSG00000178802	FBgn0037744
ENSG00000108465	FBgn0050291
ENSG00000229183	FBgn0038506
ENSG00000096088	FBgn0038506
ENSG00000186318	FBgn0038506
ENSG00000182240	FBgn0038506
ENSG00000229859	FBgn0038506
ENSG00000256713	FBgn0038506
ENSG00000196188	FBgn0038506
ENSG00000157110	FBgn0263995
ENSG00000166831	FBgn0263995
ENSG00000105401	FBgn0011573
ENSG00000106993	FBgn0011573
ENSG00000114670	FBgn0000826
ENSG00000130811	FBgn0029629
ENSG00000164889	FBgn0036043
ENSG00000004939	FBgn0036043
ENSG00000114923	FBgn0036043
ENSG00000179097	FBgn0004168
ENSG00000179546	FBgn0004168
ENSG00000178394	FBgn0004168
ENSG00000135312	FBgn0004168
ENSG00000168830	FBgn0004168
ENSG00000008394	FBgn0053177
ENSG00000148344	FBgn0053177
ENSG00000100099	FBgn0034261
ENSG00000140522	FBgn0029608
ENSG00000177182	FBgn0029608
ENSG00000124120	FBgn0029608
ENSG00000137561	FBgn0029608
ENSG00000146352	FBgn0029608
ENSG00000125257	FBgn0034612
ENSG00000278535	FBgn0038946
ENSG00000205060	FBgn0039641
ENSG00000196482	FBgn0035849
ENSG00000173153	FBgn0035849
ENSG00000119715	FBgn0035849
ENSG00000003096	FBgn0031119
ENSG00000135686	FBgn0031119
ENSG00000179023	FBgn0031119
ENSG00000234438	FBgn0031119
ENSG00000197705	FBgn0031119
ENSG00000174010	FBgn0031119
ENSG00000186231	FBgn0031119
ENSG00000099910	FBgn0031119
ENSG00000130487	FBgn0031119
ENSG00000167487	FBgn0031119
ENSG00000185271	FBgn0031119
ENSG00000185915	FBgn0031119
ENSG00000124743	FBgn0031119
ENSG00000198642	FBgn0031119
ENSG00000176595	FBgn0031119
ENSG00000087448	FBgn0031119
ENSG00000148335	FBgn0033457
ENSG00000203740	FBgn0033457
ENSG00000120708	FBgn0263038
ENSG00000133110	FBgn0263038
ENSG00000130988	FBgn0038257
ENSG00000129235	FBgn0000318
ENSG00000169627	FBgn0061360
ENSG00000183336	FBgn0061360
ENSG00000129103	FBgn0035102
ENSG00000144455	FBgn0035102
ENSG00000244187	FBgn0259991
ENSG00000100387	FBgn0025638
ENSG00000147481	FBgn0034135
ENSG00000172554	FBgn0034135
ENSG00000186448	FBgn0037717
ENSG00000183291	FBgn0036745
ENSG00000197121	FBgn0029789
ENSG00000196365	FBgn0036892
ENSG00000188647	FBgn0027296
ENSG00000122126	FBgn0023508
ENSG00000204084	FBgn0023508
ENSG00000067829	FBgn0039358
ENSG00000011347	FBgn0039900
ENSG00000103067	FBgn0023441
ENSG00000104413	FBgn0023441
ENSG00000198718	FBgn0259818
ENSG00000189350	FBgn0259818
ENSG00000006282	FBgn0033924
ENSG00000158486	FBgn0035581
ENSG00000160211	FBgn0004057
ENSG00000108848	FBgn0029887
ENSG00000130508	FBgn0011828
ENSG00000147485	FBgn0011828
ENSG00000142634	FBgn0032731
ENSG00000115468	FBgn0032731
ENSG00000215301	FBgn0263231
ENSG00000067048	FBgn0263231
ENSG00000071994	FBgn0021875
ENSG00000168273	FBgn0052736
ENSG00000129255	FBgn0031662
ENSG00000137563	FBgn0263607
ENSG00000163558	FBgn0261854
ENSG00000067606	FBgn0261854
ENSG00000183763	FBgn0034314
ENSG00000066322	FBgn0051523
ENSG00000164181	FBgn0051523
ENSG00000278705	FBgn0013981
ENSG00000197238	FBgn0013981
ENSG00000158406	FBgn0013981
ENSG00000277157	FBgn0013981
ENSG00000197061	FBgn0013981
ENSG00000273542	FBgn0013981
ENSG00000274618	FBgn0013981
ENSG00000275126	FBgn0013981
ENSG00000270276	FBgn0013981
ENSG00000275663	FBgn0013981
ENSG00000276180	FBgn0013981
ENSG00000278637	FBgn0013981
ENSG00000270882	FBgn0013981
ENSG00000276966	FBgn0013981
ENSG00000197837	FBgn0013981
ENSG00000094916	FBgn0003607
ENSG00000108468	FBgn0003607
ENSG00000122565	FBgn0003607
ENSG00000140006	FBgn0033471
ENSG00000198677	FBgn0033376
ENSG00000108107	FBgn0035422
ENSG00000141837	FBgn0263111
ENSG00000148408	FBgn0263111
ENSG00000198216	FBgn0263111
ENSG00000148719	FBgn0037150
ENSG00000164031	FBgn0037150
ENSG00000170464	FBgn0037150
ENSG00000164619	FBgn0000395
ENSG00000182973	FBgn0260444
ENSG00000143315	FBgn0034649
ENSG00000154723	FBgn0035585
ENSG00000100749	FBgn0027504
ENSG00000105053	FBgn0027504
ENSG00000028116	FBgn0027504
ENSG00000137168	FBgn0035141
ENSG00000112319	FBgn0000320
ENSG00000104313	FBgn0000320
ENSG00000064655	FBgn0000320
ENSG00000100612	FBgn0031360
ENSG00000089163	FBgn0029783
ENSG00000196814	FBgn0030894
ENSG00000141971	FBgn0030894
ENSG00000163545	FBgn0262617
ENSG00000074590	FBgn0262617
ENSG00000183513	FBgn0040751
ENSG00000175662	FBgn0035995
ENSG00000100284	FBgn0035995
ENSG00000117408	FBgn0261532
ENSG00000103549	FBgn0086694
ENSG00000155827	FBgn0086694
ENSG00000186334	FBgn0033572
ENSG00000186335	FBgn0033572
ENSG00000123643	FBgn0033572
ENSG00000180773	FBgn0033572
ENSG00000125257	FBgn0010549
ENSG00000274290	FBgn0053888
ENSG00000123569	FBgn0053888
ENSG00000101812	FBgn0053888
ENSG00000277224	FBgn0053888
ENSG00000180596	FBgn0053888
ENSG00000036549	FBgn0031876
ENSG00000145912	FBgn0029148
ENSG00000164418	FBgn0004620
ENSG00000105737	FBgn0004620
ENSG00000163873	FBgn0004620
ENSG00000171189	FBgn0004620
ENSG00000149403	FBgn0004620
ENSG00000108298	FBgn0002607
ENSG00000077942	FBgn0051999
ENSG00000115380	FBgn0051999
ENSG00000163520	FBgn0051999
ENSG00000172638	FBgn0051999
ENSG00000140092	FBgn0051999
ENSG00000145416	FBgn0035983
ENSG00000165406	FBgn0035983
ENSG00000106733	FBgn0035436
ENSG00000077009	FBgn0035436
ENSG00000099219	FBgn0034440
ENSG00000100304	FBgn0033225
ENSG00000168275	FBgn0259722
ENSG00000151292	FBgn0250823
ENSG00000131373	FBgn0034488
ENSG00000164209	FBgn0030717
ENSG00000163655	FBgn0000239
ENSG00000213085	FBgn0037162
ENSG00000147050	FBgn0260749
ENSG00000183878	FBgn0260749
ENSG00000178234	FBgn0001970
ENSG00000106648	FBgn0001970
ENSG00000170271	FBgn0030509
ENSG00000087095	FBgn0011817
ENSG00000206077	FBgn0031239
ENSG00000159714	FBgn0031239
ENSG00000188818	FBgn0031239
ENSG00000156110	FBgn0037995
ENSG00000180574	FBgn0263740
ENSG00000130741	FBgn0263740
ENSG00000156239	FBgn0031454
ENSG00000267157	FBgn0032819
ENSG00000141994	FBgn0032819
ENSG00000106511	FBgn0014949
ENSG00000005102	FBgn0014949
ENSG00000198399	FBgn0023388
ENSG00000205726	FBgn0023388
ENSG00000102984	FBgn0029894
ENSG00000172534	FBgn0039904
ENSG00000111727	FBgn0039904
ENSG00000196961	FBgn0264855
ENSG00000183020	FBgn0264855
ENSG00000109618	FBgn0037347
ENSG00000087008	FBgn0031813
ENSG00000172594	FBgn0044328
ENSG00000130768	FBgn0044328
ENSG00000013306	FBgn0031039
ENSG00000075303	FBgn0031039
ENSG00000129535	FBgn0000964
ENSG00000182759	FBgn0000964
ENSG00000204103	FBgn0000964
ENSG00000178573	FBgn0000964
ENSG00000141485	FBgn0032314
ENSG00000081800	FBgn0032314
ENSG00000164707	FBgn0032314
ENSG00000158296	FBgn0032314
ENSG00000007216	FBgn0032314
ENSG00000179115	FBgn0030007
ENSG00000008128	FBgn0016696
ENSG00000248333	FBgn0016696
ENSG00000136819	FBgn0035254
ENSG00000130164	FBgn0051092
ENSG00000147852	FBgn0051092
ENSG00000157193	FBgn0051092
ENSG00000120370	FBgn0053052
ENSG00000097007	FBgn0000017
ENSG00000143322	FBgn0000017
ENSG00000099219	FBgn0034437
ENSG00000148090	FBgn0033761
ENSG00000117984	FBgn0029093
ENSG00000143839	FBgn0029093
ENSG00000131400	FBgn0029093
ENSG00000250644	FBgn0029093
ENSG00000187134	FBgn0035476
ENSG00000151632	FBgn0035476
ENSG00000227471	FBgn0035476
ENSG00000196139	FBgn0035476
ENSG00000198074	FBgn0035476
ENSG00000122787	FBgn0035476
ENSG00000282883	FBgn0035476
ENSG00000085662	FBgn0035476
ENSG00000198610	FBgn0035476
ENSG00000117448	FBgn0035476
ENSG00000165568	FBgn0035476
ENSG00000172531	FBgn0003134
ENSG00000186298	FBgn0003134
ENSG00000103035	FBgn0002787
ENSG00000139890	FBgn0085426
ENSG00000166592	FBgn0085426
ENSG00000088320	FBgn0085426
ENSG00000164949	FBgn0085426
ENSG00000133226	FBgn0036340
ENSG00000138669	FBgn0000442
ENSG00000149089	FBgn0030518
ENSG00000173404	FBgn0041105
ENSG00000168348	FBgn0041105
ENSG00000135218	FBgn0051741
ENSG00000138760	FBgn0051741
ENSG00000063244	FBgn0005411
ENSG00000114209	FBgn0038331
ENSG00000062582	FBgn0039159
ENSG00000168393	FBgn0034299
ENSG00000144021	FBgn0033972
ENSG00000175938	FBgn0041585
ENSG00000276045	FBgn0041585
ENSG00000160991	FBgn0041585
ENSG00000213699	FBgn0260744
ENSG00000185565	FBgn0267428
ENSG00000172260	FBgn0267428
ENSG00000142549	FBgn0267428
ENSG00000183715	FBgn0267428
ENSG00000182667	FBgn0267428
ENSG00000099219	FBgn0050049
ENSG00000084463	FBgn0024998
ENSG00000166311	FBgn0034997
ENSG00000165898	FBgn0039205
ENSG00000170515	FBgn0035630
ENSG00000257411	FBgn0035630
ENSG00000164120	FBgn0042137
ENSG00000164039	FBgn0042137
ENSG00000156535	FBgn0041181
ENSG00000167107	FBgn0031703
ENSG00000198873	FBgn0261988
ENSG00000125388	FBgn0261988
ENSG00000198055	FBgn0261988
ENSG00000171540	FBgn0015524
ENSG00000155657	FBgn0005666
ENSG00000198483	FBgn0031675
ENSG00000039560	FBgn0031675
ENSG00000089847	FBgn0031675
ENSG00000137831	FBgn0031675
ENSG00000099219	FBgn0034438
ENSG00000102172	FBgn0036272
ENSG00000136854	FBgn0004574
ENSG00000076944	FBgn0004574
ENSG00000128185	FBgn0001099
ENSG00000183628	FBgn0001099
ENSG00000278817	FBgn0001099
ENSG00000196419	FBgn0011774
ENSG00000041515	FBgn0262029
ENSG00000071909	FBgn0262029
ENSG00000095777	FBgn0262029
ENSG00000115616	FBgn0040297
ENSG00000066230	FBgn0040297
ENSG00000180251	FBgn0040297
ENSG00000135740	FBgn0040297
ENSG00000090020	FBgn0040297
