ENSG00000198888	MT-ND1
ENSG00000172456	FGGY
ENSG00000112033	PPARD
ENSG00000197415	VEPH1
ENSG00000166275	BORCS7
ENSG00000101986	ABCD1
ENSG00000151276	MAGI1
ENSG00000141642	ELAC1
ENSG00000125944	HNRNPR
ENSG00000222009	BTBD19
ENSG00000166455	1700030J22RIK
ENSG00000048471	SNX29
ENSG00000143954	REG3A
ENSG00000143954	REG3G
ENSG00000143954	REG3B
ENSG00000161921	CXCL16
ENSG00000162735	PEX19
ENSG00000131778	CHD1L
ENSG00000074696	HACD3
ENSG00000176160	HSF5
ENSG00000109805	NCAPG
ENSG00000184708	EIF4ENIF1
ENSG00000166482	MFAP4
ENSG00000112578	BYSL
ENSG00000182533	CAV3
ENSG00000140505	CYP1A2
ENSG00000102076	OPN1MW
ENSG00000117143	UAP1
ENSG00000188219	ACTB
ENSG00000166963	MAP1A
ENSG00000155011	DKK2
ENSG00000173567	ADGRF3
ENSG00000064933	PMS1
ENSG00000144228	SPOPL
ENSG00000111780	GATC
ENSG00000166159	LRTM2
ENSG00000113013	HSPA9
ENSG00000166452	AKIP1
ENSG00000196268	ZFP429
ENSG00000196268	ZFP738
ENSG00000196268	ZFP953
ENSG00000196268	ZFP58
ENSG00000196268	ZFP874B
ENSG00000196268	RSLCAN18
ENSG00000196268	ZFP874A
ENSG00000196268	ZFP65
ENSG00000196268	ZFP595
ENSG00000196268	ZFP708
ENSG00000196268	ZFP457
ENSG00000196268	ZFP456
ENSG00000196268	ZFP273
ENSG00000196268	ZFP85
ENSG00000196268	ZFP493
ENSG00000196268	RSL1
ENSG00000196268	ZFP455
ENSG00000196268	GM28557
ENSG00000196268	ZFP87
ENSG00000196268	ZFP458
ENSG00000196268	ZFP72
ENSG00000196268	ZFP459
ENSG00000196268	GM9894
ENSG00000225110	GM18336
ENSG00000225110	RP23-95K12.13
ENSG00000185610	DBX2
ENSG00000162650	ATXN7L2
ENSG00000197632	SERPINB2
ENSG00000138083	SIX3
ENSG00000109586	GALNT7
ENSG00000162302	RPS6KA4
ENSG00000125531	BC051628
ENSG00000101255	TRIB3
ENSG00000150628	SPATA4
ENSG00000181450	ZFP429
ENSG00000181450	ZFP738
ENSG00000181450	ZFP953
ENSG00000181450	ZFP58
ENSG00000181450	ZFP874B
ENSG00000181450	RSLCAN18
ENSG00000181450	ZFP874A
ENSG00000181450	ZFP65
ENSG00000181450	ZFP595
ENSG00000181450	ZFP708
ENSG00000181450	ZFP457
ENSG00000181450	ZFP456
ENSG00000181450	ZFP273
ENSG00000181450	ZFP85
ENSG00000181450	ZFP493
ENSG00000181450	RSL1
ENSG00000181450	ZFP455
ENSG00000181450	GM28557
ENSG00000181450	ZFP87
ENSG00000181450	ZFP458
ENSG00000181450	ZFP72
ENSG00000181450	ZFP459
ENSG00000181450	GM9894
ENSG00000111786	SRSF9
ENSG00000168143	FAM83B
ENSG00000004846	ABCB5
ENSG00000095917	TPSB2
ENSG00000118162	KPTN
ENSG00000204882	GPR20
ENSG00000188822	CNR2
ENSG00000174948	GPR149
ENSG00000119138	KLF9
ENSG00000136834	OLFR3
ENSG00000171345	KRT19
ENSG00000103222	ABCC1
ENSG00000188997	KCTD21
ENSG00000100325	ASCC2
ENSG00000154274	0610040J01RIK
ENSG00000171135	JAGN1
ENSG00000148677	ANKRD1
ENSG00000168924	LETM1
ENSG00000111783	RFX4
ENSG00000162194	LBHD1
ENSG00000130962	PRRG1
ENSG00000167094	TTC16
ENSG00000269693	ZFP735
ENSG00000269693	2610021A01RIK
ENSG00000269693	GM19965
ENSG00000269693	ZFP141
ENSG00000134250	NOTCH2
ENSG00000145358	DDIT4L
ENSG00000081842	PCDHA6
ENSG00000153485	TMEM251
ENSG00000136267	DGKB
ENSG00000146233	CYP39A1
ENSG00000100731	PCNX
ENSG00000221957	KIR3DL1
ENSG00000221957	KIR3DL2
ENSG00000012232	EXTL3
ENSG00000179144	GIMAP7
ENSG00000179144	GIMAP9
ENSG00000149380	P4HA3
ENSG00000158023	WDR66
ENSG00000280090	OLFR878
ENSG00000162733	DDR2
ENSG00000123892	RAB38
ENSG00000197403	OLFR429
ENSG00000187726	DNAJB13
ENSG00000197859	ADAMTSL2
ENSG00000171298	GAA
ENSG00000138621	PPCDC
ENSG00000132661	NXT1
ENSG00000283039	ZFP352
ENSG00000283039	GM12845
ENSG00000143437	ARNT
ENSG00000112699	GMDS
ENSG00000178645	1700024G13RIK
ENSG00000198380	GFPT1
ENSG00000154917	RAB6B
ENSG00000125753	VASP
ENSG00000120952	PRAMEL5
ENSG00000120952	GM3286
ENSG00000120952	GM7942
ENSG00000120952	AC165294.3
ENSG00000120952	AC123873.2
ENSG00000120952	GM16429
ENSG00000120952	PRAMEL4
ENSG00000120952	AC123873.3
ENSG00000120952	GM13119
ENSG00000120952	AC164084.3
ENSG00000120952	PRAMEF6
ENSG00000120952	AC125178.2
ENSG00000120952	AC140325.2
ENSG00000120952	AC140325.4
ENSG00000120952	GM7982
ENSG00000120952	GM7792
ENSG00000120952	GM13084
ENSG00000120952	GM13102
ENSG00000120952	B020004J07RIK
ENSG00000120952	GM7971
ENSG00000120952	GM13078
ENSG00000120952	GM13128
ENSG00000120952	GM10424
ENSG00000120952	AC125178.1
ENSG00000120952	OOG1
ENSG00000120952	GM13101
ENSG00000120952	GM6205
ENSG00000120952	GM13040
ENSG00000120952	GM13125
ENSG00000120952	PRAMEL7
ENSG00000120952	GM12789
ENSG00000120952	GM13089
ENSG00000120952	GM6351
ENSG00000120952	PRAMEL1
ENSG00000120952	GM7682
ENSG00000120952	AC125178.3
ENSG00000120952	GM12790
ENSG00000120952	PRAMEF25
ENSG00000120952	AC124606.1
ENSG00000120952	PRAMEF17
ENSG00000120952	GM10436
ENSG00000120952	AC163611.1
ENSG00000120952	GM13088
ENSG00000120952	AC165294.1
ENSG00000120952	AC165294.2
ENSG00000120952	AC123873.1
ENSG00000120952	GM3259
ENSG00000120952	OOG4
ENSG00000120952	GM13057
ENSG00000120952	AC124606.2
ENSG00000120952	GM16522
ENSG00000120952	GM12800
ENSG00000120952	GM16513
ENSG00000120952	BC080695
ENSG00000120952	GM12794
ENSG00000120952	AC164084.2
ENSG00000120952	OOG2
ENSG00000120952	D5ERTD577E
ENSG00000120952	PRAMEF12
ENSG00000120952	GM13023
ENSG00000120952	C130073F10RIK
ENSG00000120952	AC163611.2
ENSG00000120952	GM16427
ENSG00000120952	GM13083
ENSG00000120952	C87977
ENSG00000120952	AC140325.3
ENSG00000120952	GM13103
ENSG00000120952	PRAMEL6
ENSG00000120952	GM13043
ENSG00000120952	AA792892
ENSG00000120952	AC140365.1
ENSG00000120952	C87499
ENSG00000120952	AC140325.1
ENSG00000120952	AC133095.2
ENSG00000120952	GM3139
ENSG00000120952	GM6367
ENSG00000120952	AC133095.1
ENSG00000120952	GM16367
ENSG00000120952	BC061212
ENSG00000120952	E330014E10RIK
ENSG00000120952	GM3106
ENSG00000120952	GM7978
ENSG00000120952	GM2042
ENSG00000120952	PRAMEF8
ENSG00000120952	C87414
ENSG00000120952	OOG3
ENSG00000120952	GM6502
ENSG00000120952	GM6509
ENSG00000120952	GM3183
ENSG00000120952	AC126035.1
ENSG00000120952	GM3147
ENSG00000078902	TOLLIP
ENSG00000161920	MED11
ENSG00000186790	FOXE3
ENSG00000148200	NR6A1
ENSG00000109107	ALDOC
ENSG00000154832	CXXC1
ENSG00000263264	A430078G23RIK
ENSG00000243696	MUSTN1
ENSG00000149735	GPHA2
ENSG00000066926	FECH
ENSG00000165164	GM7173
ENSG00000114491	UMPS
ENSG00000112149	CD83
ENSG00000131724	IL13RA1
ENSG00000197616	MYH6
ENSG00000163026	BC068281
ENSG00000125657	TNFSF9
ENSG00000126458	RRAS
ENSG00000177409	SAMD9L
ENSG00000109193	SULT1E1
ENSG00000198900	TOP1
ENSG00000272573	MUSTN1
ENSG00000136854	STXBP1
ENSG00000180914	OXTR
ENSG00000255582	OLFR1511
ENSG00000255582	OLFR1510
ENSG00000103154	NECAB2
ENSG00000104064	GABPB1
ENSG00000248099	INSL3
ENSG00000214063	TSPAN4
ENSG00000145819	ARHGAP26
ENSG00000146352	CLVS2
ENSG00000081181	ARG2
ENSG00000182134	TDRKH
ENSG00000100557	1700011H14RIK
ENSG00000100678	SLC8A3
ENSG00000125885	MCM8
ENSG00000122870	BICC1
ENSG00000085760	MTIF2
ENSG00000082641	NFE2L1
ENSG00000118655	DCLRE1B
ENSG00000124523	SIRT5
ENSG00000158941	CCAR2
ENSG00000185689	4933417A18RIK
ENSG00000124657	OLFR11
ENSG00000211950	IGHV1-62-2
ENSG00000211950	IGHV1-78
ENSG00000211950	IGHV1-63
ENSG00000211950	IGHV1-52
ENSG00000211950	IGHV1-69
ENSG00000211950	IGHV1-54
ENSG00000211950	IGHV1-76
ENSG00000211950	IGHV1-62-3
ENSG00000211950	IGHV1-7
ENSG00000211950	IGHV1-42
ENSG00000211950	IGHV1-62-1
ENSG00000211950	IGHV1-53
ENSG00000211950	IGHV1-74
ENSG00000211950	IGHV1-59
ENSG00000211950	IGHV1-84
ENSG00000211950	IGHV14-2
ENSG00000211950	IGHV14-3
ENSG00000211950	IGHV1-12
ENSG00000211950	IGHV1-50
ENSG00000211950	IGHV1-26
ENSG00000211950	IGHV14-1
ENSG00000211950	IGHV1-18
ENSG00000211950	IGHV1-56
ENSG00000211950	IGHV1-22
ENSG00000211950	IGHV1-66
ENSG00000211950	IGHV1-72
ENSG00000211950	IGHV1-43
ENSG00000211950	IGHV1-9
ENSG00000211950	IGHV1-55
ENSG00000211950	IGHV1-71
ENSG00000211950	IGHV1-75
ENSG00000211950	IGHV14-4
ENSG00000211950	IGHV1-64
ENSG00000211950	IGHV1-77
ENSG00000141854	2210011C24RIK
ENSG00000100124	ANKRD54
ENSG00000168259	DNAJC7
ENSG00000158258	CLSTN2
ENSG00000176358	TAC4
ENSG00000239590	OLFR350
ENSG00000130811	EIF3G
ENSG00000101282	RSPO4
ENSG00000102753	KPNA3
ENSG00000014824	SLC30A9
ENSG00000130762	ARHGEF16
ENSG00000121797	CCRL2
ENSG00000165572	KBTBD7
ENSG00000165572	KBTBD6
ENSG00000165264	NDUFB6
ENSG00000166833	NAV2
ENSG00000165072	MAMDC2
ENSG00000240403	KIR3DL1
ENSG00000240403	KIR3DL2
ENSG00000070610	GBA2
ENSG00000113916	BCL6
ENSG00000160051	IQCC
ENSG00000254466	OLFR1425
ENSG00000254466	OLFR1426
ENSG00000254466	OLFR1424
ENSG00000079931	MOXD1
ENSG00000149115	TNKS1BP1
ENSG00000175697	GPR156
ENSG00000169860	P2RY1
ENSG00000168634	WFDC13
ENSG00000132196	HSD17B7
ENSG00000100629	CEP128
ENSG00000175899	A2M
ENSG00000249915	PDCD6
ENSG00000167862	ICT1
ENSG00000204406	MBD5
ENSG00000165584	SSXB3
ENSG00000165584	SSXB10
ENSG00000165584	GM5751
ENSG00000165584	GM14459
ENSG00000165584	SSXB2
ENSG00000165584	GM21876
ENSG00000165584	SSX9
ENSG00000165584	SSXB8
ENSG00000165584	GM6592
ENSG00000165584	SSXB6
ENSG00000165584	SSXA1
ENSG00000165584	SSXB9
ENSG00000165584	SSXB5
ENSG00000165584	SSXB1
ENSG00000143570	SLC39A1
ENSG00000106993	CDC37L1
ENSG00000165794	SLC39A2
ENSG00000162174	ASRGL1
ENSG00000185000	DGAT1
ENSG00000186523	EEF2KMT
ENSG00000131951	LRRC9
ENSG00000173120	KDM2A
ENSG00000171497	PPID
ENSG00000055955	ITIH4
ENSG00000112320	SOBP
ENSG00000103023	PRSS54
ENSG00000179674	ARL14
ENSG00000117525	F3
ENSG00000186329	TMEM212
ENSG00000144320	LNP
ENSG00000126524	SBDS
ENSG00000259040	BLOC1S5
ENSG00000172059	KLF11
ENSG00000111341	MGP
ENSG00000143889	HNRNPLL
ENSG00000185860	CCDC190
ENSG00000275074	NUDT18
ENSG00000109625	CPZ
ENSG00000179241	LDLRAD3
ENSG00000140044	JDP2
ENSG00000174326	SLC16A11
ENSG00000120440	TTLL2
ENSG00000132792	CTNNBL1
ENSG00000183090	FREM3
ENSG00000196353	CPNE4
ENSG00000143850	PLEKHA6
ENSG00000085998	POMGNT1
ENSG00000166847	DCTN5
ENSG00000188283	ZFP383
ENSG00000197858	GPAA1
ENSG00000165533	TTC8
ENSG00000132854	KANK4
ENSG00000104976	SNAPC2
ENSG00000196639	HRH1
ENSG00000241058	NSUN6
ENSG00000068615	REEP1
ENSG00000187778	MCRS1
ENSG00000250722	SEPP1
ENSG00000132635	PCED1A
ENSG00000163319	MRPS18C
ENSG00000077458	FAM76B
ENSG00000113555	PCDH12
ENSG00000058453	CROCC
ENSG00000185838	GNB1L
ENSG00000111652	COPS7A
ENSG00000101558	VAPA
ENSG00000163577	EIF5A2
ENSG00000171505	OLFR351
ENSG00000171505	OLFR353
ENSG00000068745	IP6K2
ENSG00000198728	LDB1
ENSG00000130517	PGPEP1
ENSG00000122741	DCAF10
ENSG00000145214	DGKQ
ENSG00000185818	NAT8L
ENSG00000174944	P2RY14
ENSG00000160216	AGPAT3
ENSG00000169241	SLC50A1
ENSG00000186838	BC089491
ENSG00000198522	GPN1
ENSG00000184076	UQCR10
ENSG00000042753	AP2S1
ENSG00000117152	RGS4
ENSG00000213920	MDP1
ENSG00000184313	MROH7
ENSG00000182348	ZFP804B
ENSG00000168765	GSTM4
ENSG00000196172	ZFP429
ENSG00000196172	ZFP738
ENSG00000196172	ZFP953
ENSG00000196172	ZFP58
ENSG00000196172	ZFP874B
ENSG00000196172	RSLCAN18
ENSG00000196172	ZFP874A
ENSG00000196172	ZFP65
ENSG00000196172	ZFP595
ENSG00000196172	ZFP708
ENSG00000196172	ZFP457
ENSG00000196172	ZFP456
ENSG00000196172	ZFP273
ENSG00000196172	ZFP85
ENSG00000196172	ZFP493
ENSG00000196172	RSL1
ENSG00000196172	ZFP455
ENSG00000196172	GM28557
ENSG00000196172	ZFP87
ENSG00000196172	ZFP458
ENSG00000196172	ZFP72
ENSG00000196172	ZFP459
ENSG00000196172	GM9894
ENSG00000136147	PHF11B
ENSG00000136147	GM6904
ENSG00000136147	PHF11D
ENSG00000136147	PHF11A
ENSG00000136147	PHF11C
ENSG00000118298	CAR14
ENSG00000167468	GPX4
ENSG00000151240	DIP2C
ENSG00000118620	ZFP429
ENSG00000118620	ZFP738
ENSG00000118620	ZFP953
ENSG00000118620	ZFP58
ENSG00000118620	ZFP874B
ENSG00000118620	RSLCAN18
ENSG00000118620	ZFP874A
ENSG00000118620	ZFP65
ENSG00000118620	ZFP595
ENSG00000118620	ZFP708
ENSG00000118620	ZFP457
ENSG00000118620	ZFP456
ENSG00000118620	ZFP273
ENSG00000118620	ZFP85
ENSG00000118620	ZFP493
ENSG00000118620	RSL1
ENSG00000118620	ZFP455
ENSG00000118620	GM28557
ENSG00000118620	ZFP87
ENSG00000118620	ZFP458
ENSG00000118620	ZFP72
ENSG00000118620	ZFP459
ENSG00000118620	GM9894
ENSG00000137727	ARHGAP20
ENSG00000244122	UGT1A8
ENSG00000244122	UGT1A10
ENSG00000244122	UGT1A9
ENSG00000011028	MRC2
ENSG00000164284	GRPEL2
ENSG00000012963	UBR7
ENSG00000198816	ZFP358
ENSG00000163421	PROK2
ENSG00000165813	CCDC186
ENSG00000178537	SLC25A20
ENSG00000139151	PLCZ1
ENSG00000186866	POFUT2
ENSG00000100294	MCAT
ENSG00000108854	SMURF2
ENSG00000167360	OLFR635
ENSG00000167360	OLFR638
ENSG00000188060	RAB42
ENSG00000188761	BCL2L15
ENSG00000080709	KCNN2
ENSG00000135999	EPC2
ENSG00000167767	KRT80
ENSG00000134698	AGO4
ENSG00000160410	SHKBP1
ENSG00000179546	HTR1D
ENSG00000135373	EHF
ENSG00000165917	RAPSN
ENSG00000213023	SYT3
ENSG00000243284	VSIG8
ENSG00000100647	SUSD6
ENSG00000234965	SHISA8
ENSG00000160182	TFF1
ENSG00000176153	GPX2
ENSG00000171004	HS6ST2
ENSG00000176845	METRNL
ENSG00000170367	CST10
ENSG00000188613	NANOS1
ENSG00000172482	AGXT
ENSG00000171501	OLFR354
ENSG00000248235	9930012K11RIK
ENSG00000137767	SQRDL
ENSG00000069712	A830010M20RIK
ENSG00000069712	GM42669
ENSG00000105675	ATP4A
ENSG00000128266	GNAZ
ENSG00000145439	CBR4
ENSG00000184489	PTP4A3
ENSG00000101220	1700037H04RIK
ENSG00000256553	TRAV1
ENSG00000131236	CAP1
ENSG00000167749	KLK4
ENSG00000226742	HSBP1L1
ENSG00000184343	SRPK3
ENSG00000163590	PPM1L
ENSG00000169621	APLF
ENSG00000198585	NUDT16
ENSG00000198585	1700080E11RIK
ENSG00000147650	LRP12
ENSG00000152409	JMY
ENSG00000141664	ZCCHC2
ENSG00000104133	SPG11
ENSG00000102032	RENBP
ENSG00000188487	INSC
ENSG00000171496	OLFR355
ENSG00000143603	KCNN3
ENSG00000145632	PLK2
ENSG00000165863	1700019N19RIK
ENSG00000280094	OLFR362
ENSG00000257218	GATC
ENSG00000038219	BOD1L
ENSG00000120656	TAF12
ENSG00000155097	ATP6V1C1
ENSG00000132334	PTPRE
ENSG00000109686	SH3D19
ENSG00000108651	UTP6
ENSG00000173041	ZFP429
ENSG00000173041	ZFP738
ENSG00000173041	ZFP953
ENSG00000173041	ZFP58
ENSG00000173041	ZFP874B
ENSG00000173041	RSLCAN18
ENSG00000173041	ZFP874A
ENSG00000173041	ZFP65
ENSG00000173041	ZFP595
ENSG00000173041	ZFP708
ENSG00000173041	ZFP457
ENSG00000173041	ZFP456
ENSG00000173041	ZFP273
ENSG00000173041	ZFP85
ENSG00000173041	ZFP493
ENSG00000173041	RSL1
ENSG00000173041	ZFP455
ENSG00000173041	GM28557
ENSG00000173041	ZFP87
ENSG00000173041	ZFP458
ENSG00000173041	ZFP72
ENSG00000173041	ZFP459
ENSG00000173041	GM9894
ENSG00000215474	SKOR2
ENSG00000250506	CDK3-PS
ENSG00000010803	SCMH1
ENSG00000269897	BMI1
ENSG00000137221	TJAP1
ENSG00000155816	FMN2
ENSG00000183615	FAM167B
ENSG00000104341	LAPTM4B
ENSG00000168269	FOXI1
ENSG00000006116	CACNG3
ENSG00000212901	KRTAP3-1
ENSG00000113732	ATP6V0E
ENSG00000174173	TRMT10C
ENSG00000095585	BLNK
ENSG00000013619	MAMLD1
ENSG00000162227	TAF6L
ENSG00000100218	RSPH14
ENSG00000119707	RBM25
ENSG00000267855	NDUFA7
ENSG00000138772	ANXA3
ENSG00000196990	FAM163B
ENSG00000211816	TRDV2-2
ENSG00000211816	TRDV2-1
ENSG00000103994	ZFP106
ENSG00000115170	ACVR1
ENSG00000124786	SLC35B3
ENSG00000173852	DPY19L1
ENSG00000172315	TRP53RKA
ENSG00000172315	TRP53RKB
ENSG00000211829	TRDC
ENSG00000181467	RAP2B
ENSG00000116032	GRIN3B
ENSG00000121289	CEP89
ENSG00000101199	ARFGAP1
ENSG00000171608	PIK3CD
ENSG00000072501	SMC1A
ENSG00000111696	NT5DC3
ENSG00000184517	ZFP1
ENSG00000079150	FKBP7
ENSG00000188386	PPP3R2
ENSG00000132207	SLX1B
ENSG00000164032	H2AFZ
ENSG00000156535	CD109
ENSG00000214447	CCDC103
ENSG00000198785	GRIN3A
ENSG00000017483	SLC38A5
ENSG00000172638	EFEMP2
ENSG00000136367	ZFHX2
ENSG00000065559	MAP2K4
ENSG00000165202	OLFR357
ENSG00000141252	VPS53
ENSG00000241635	UGT1A1
ENSG00000130590	SAMD10
ENSG00000081051	AFP
ENSG00000115524	SF3B1
ENSG00000139291	TMEM19
ENSG00000148600	CDHR1
ENSG00000204272	2210013O21RIK
ENSG00000258597	SERPINA1F
ENSG00000029725	RABEP1
ENSG00000054116	TRAPPC3
ENSG00000103550	KNOP1
ENSG00000064547	LPAR2
ENSG00000213928	IRF9
ENSG00000158669	GPAT4
ENSG00000126790	L3HYPDH
ENSG00000138271	GPR87
ENSG00000170955	PRKCDBP
ENSG00000185669	SNAI3
ENSG00000110237	ARHGEF17
ENSG00000136451	VEZF1
ENSG00000178950	GAK
ENSG00000092421	SEMA6A
ENSG00000150275	PCDH15
ENSG00000125629	INSIG2
ENSG00000110148	CCKBR
ENSG00000143228	NUF2
ENSG00000198003	CCDC151
ENSG00000135324	MRAP2
ENSG00000170381	SEMA3E
ENSG00000179218	CALR
ENSG00000176542	USF3
ENSG00000233436	BTBD18
ENSG00000124788	ATXN1
ENSG00000095777	MYO3A
ENSG00000101290	CDS2
ENSG00000112902	SEMA5A
ENSG00000102243	VGLL1
ENSG00000134255	CEPT1
ENSG00000206172	HBA-A2
ENSG00000206172	HBA-A1
ENSG00000148180	GSN
ENSG00000178789	CD300LB
ENSG00000173875	ZFP791
ENSG00000092439	TRPM7
ENSG00000133317	LGALS12
ENSG00000136167	LCP1
ENSG00000143851	PTPN7
ENSG00000117400	MPL
ENSG00000184988	TMEM106A
ENSG00000143486	EIF2D
ENSG00000229924	FAM90A1A
ENSG00000158901	WFDC8
ENSG00000104880	ARHGEF18
ENSG00000132840	BHMT2
ENSG00000198723	1700019B03RIK
ENSG00000116863	ADPRHL2
ENSG00000123496	IL13RA2
ENSG00000175906	ARL4D
ENSG00000148143	ZFP462
ENSG00000118503	TNFAIP3
ENSG00000169084	DHRSX
ENSG00000108602	ALDH3A1
ENSG00000171617	ENC1
ENSG00000164096	1810037I17RIK
ENSG00000126756	UXT
ENSG00000108518	PFN1
ENSG00000122986	HVCN1
ENSG00000144524	COPS7B
ENSG00000082175	PGR
ENSG00000255398	HCAR2
ENSG00000175325	PROP1
ENSG00000188176	SMTNL2
ENSG00000182782	HCAR2
ENSG00000241697	TMEFF1
ENSG00000167193	CRK
ENSG00000099617	EFNA2
ENSG00000257093	E330009J07RIK
ENSG00000108256	NUFIP2
ENSG00000177963	RIC8
ENSG00000175857	GAPT
ENSG00000171720	HDAC3
ENSG00000088854	4930402H24RIK
ENSG00000158714	SLAMF8
ENSG00000116670	MAD2L2
ENSG00000174946	GPR171
ENSG00000149651	SPINT4
ENSG00000167363	FN3K
ENSG00000064313	TAF2
ENSG00000213983	AP1G2
ENSG00000206013	IFITM5
ENSG00000243641	OLFR156
ENSG00000243641	OLFR157
ENSG00000109270	GM5900
ENSG00000109270	LAMTOR3
ENSG00000107745	MICU1
ENSG00000152580	IGSF10
ENSG00000144354	CDCA7
ENSG00000108523	RNF167
ENSG00000145386	CCNA2
ENSG00000170848	CEACAM2
ENSG00000170848	CEACAM1
ENSG00000109182	CWH43
ENSG00000198521	ZFP429
ENSG00000198521	ZFP738
ENSG00000198521	ZFP953
ENSG00000198521	ZFP58
ENSG00000198521	ZFP874B
ENSG00000198521	RSLCAN18
ENSG00000198521	ZFP874A
ENSG00000198521	ZFP65
ENSG00000198521	ZFP595
ENSG00000198521	ZFP708
ENSG00000198521	ZFP457
ENSG00000198521	ZFP456
ENSG00000198521	ZFP273
ENSG00000198521	ZFP85
ENSG00000198521	ZFP493
ENSG00000198521	RSL1
ENSG00000198521	ZFP455
ENSG00000198521	GM28557
ENSG00000198521	ZFP87
ENSG00000198521	ZFP458
ENSG00000198521	ZFP72
ENSG00000198521	ZFP459
ENSG00000198521	GM9894
ENSG00000027001	MIPEP
ENSG00000035928	RFC1
ENSG00000251493	FOXD1
ENSG00000136986	DERL1
ENSG00000136813	AI314180
ENSG00000160613	PCSK7
ENSG00000071794	HLTF
ENSG00000081041	CXCL2
ENSG00000081041	CXCL3
ENSG00000081041	CXCL1
ENSG00000128536	CDHR3
ENSG00000175920	DOK7
ENSG00000178395	CCDC185
ENSG00000006059	KRT33A
ENSG00000006059	KRT33B
ENSG00000006059	KRT34
ENSG00000006059	KRT31
ENSG00000112592	TBP
ENSG00000170855	TRIAP1
ENSG00000133069	TMCC2
ENSG00000154217	PITPNC1
ENSG00000177508	IRX3
ENSG00000161609	CCDC155
ENSG00000066923	STAG3
ENSG00000167880	EVPL
ENSG00000128268	MGAT3
ENSG00000121691	CAT
ENSG00000149295	DRD2
ENSG00000174307	PHLDA3
ENSG00000145331	TRMT10A
ENSG00000160271	RALGDS
ENSG00000104689	TNFRSF10B
ENSG00000196408	NOXO1
ENSG00000188315	1700102P08RIK
ENSG00000092036	HAUS4
ENSG00000136014	USP44
ENSG00000141646	SMAD4
ENSG00000163507	C330027C09RIK
ENSG00000175202	HIGD2A
ENSG00000025796	SEC63
ENSG00000145242	EPHA5
ENSG00000181625	SLX1B
ENSG00000153789	FAM92B
ENSG00000180787	ZFP3
ENSG00000118473	SGIP1
ENSG00000151090	THRB
ENSG00000139193	CD27
ENSG00000205495	OLFR592
ENSG00000198168	SVIP
ENSG00000183054	RANBP2
ENSG00000009790	TRAF3IP3
ENSG00000204323	SMIM5
ENSG00000130487	KLHDC7B
ENSG00000118369	USP35
ENSG00000163497	FEV
ENSG00000112541	PDE10A
ENSG00000100625	SIX4
ENSG00000092850	TEKT2
ENSG00000175322	D3ERTD254E
ENSG00000169627	BOLA2
ENSG00000101470	TNNC2
ENSG00000005421	PON1
ENSG00000134107	BHLHE40
ENSG00000101624	CEP76
ENSG00000183624	HMCES
ENSG00000213347	MXD3
ENSG00000112659	CUL9
ENSG00000173273	TNKS
ENSG00000169762	TAPT1
ENSG00000013275	PSMC4
ENSG00000166405	RIC3
ENSG00000168077	SCARA3
ENSG00000180448	HMHA1
ENSG00000106261	ZKSCAN1
ENSG00000118855	MFSD1
ENSG00000159210	SNF8
ENSG00000159788	RGS12
ENSG00000197620	1110012L19RIK
ENSG00000180425	GM5617
ENSG00000002726	AOC1
ENSG00000002726	DOXL2
ENSG00000002726	1600015I10RIK
ENSG00000002726	SVS1
ENSG00000180155	2300005B03RIK
ENSG00000110011	DNAJC4
ENSG00000213931	HBB-Y
ENSG00000079785	DDX1
ENSG00000171798	KNDC1
ENSG00000059588	GM17296
ENSG00000256590	TRDV5
ENSG00000184012	TMPRSS2
ENSG00000255359	1700015G11RIK
ENSG00000137947	GTF2B
ENSG00000070831	CDC42
ENSG00000167302	ENTHD2
ENSG00000118971	CCND2
ENSG00000111252	SH2B3
ENSG00000197063	MAFG
ENSG00000198010	DLGAP2
ENSG00000177082	WDR73
ENSG00000256574	OLFR211
ENSG00000121481	RNF2
ENSG00000278522	ANKRD26
ENSG00000121361	KCNJ8
ENSG00000242028	HYPK
ENSG00000139797	RNF113A2
ENSG00000138794	CASP6
ENSG00000143248	RGS5
ENSG00000038532	CLEC16A
ENSG00000239672	NME1
ENSG00000188157	AGRN
ENSG00000157193	LRP8
ENSG00000145990	GFOD1
ENSG00000153162	BMP6
ENSG00000162552	WNT4
ENSG00000204899	MZT1
ENSG00000072401	UBE2D1
ENSG00000196776	CD47
ENSG00000102189	EEA1
ENSG00000172493	AFF1
ENSG00000234545	FAM133B
ENSG00000145868	FBXO38
ENSG00000100099	HPS4
ENSG00000274527	KDM4C
ENSG00000130309	COLGALT1
ENSG00000095209	TMEM38B
ENSG00000131023	LATS1
ENSG00000139168	ZCRB1
ENSG00000072310	SREBF1
ENSG00000160785	SLC25A44
ENSG00000196505	GDAP2
ENSG00000120159	CAAP1
ENSG00000121680	PEX16
ENSG00000124831	LRRFIP1
ENSG00000198515	CNGA1
ENSG00000067369	TRP53BP1
ENSG00000128917	DLL4
ENSG00000152464	RPP38
ENSG00000118922	KLF12
ENSG00000142856	ITGB3BP
ENSG00000092470	WDR76
ENSG00000120949	TNFRSF8
ENSG00000173114	LRRN3
ENSG00000127083	OMD
ENSG00000141161	UNC45B
ENSG00000105643	ARRDC2
ENSG00000175229	GAL3ST3
ENSG00000169313	P2RY12
ENSG00000198205	ZXDB
ENSG00000114786	ACY1
ENSG00000137845	ADAM10
ENSG00000111775	COX6A1
